지역,발생일시,복구일시,정전가구
강원도 강릉시,2021.07.19 14:00 , 2021.07.19 14:31,1000
강원도 원주시,2021.07.19 14:00 , 2021.07.19 14:25,1000
강원도 양구군,2021.07.19 14:00 , 2021.07.19 14:21,1000
강원도 정선군,2021.07.19 14:00 , 2021.07.19 14:22,1000
전라남도 영암군,2021.07.19 14:00 , 2021.07.19 14:27,315
전라남도 강진군,2021.07.19 14:00 , 2021.07.19 14:26,1000
전라남도 영광군,2021.07.19 14:00 , 2021.07.19 14:22,1510
경상북도 경산시,2021.07.19 14:00 , 2021.07.19 14:43,1300
전라남도 장성군,2021.07.19 14:00 , 2021.07.19 14:24,1000
경상남도 하동군,2021.07.19 14:00 , 2021.07.19 16:45,1000
경상남도 하동군,2021.07.19 14:00 , 2021.07.19 16:50,1000
경상북도 영천시,2021.07.19 14:00 , 2021.07.19 14:33,22
경기도 수원시 권선구,2021.07.19 13:20 , 2021.07.19 13:31,1000
경기도 성남시 중원구,2021.07.19 13:10 , 2021.07.19 15:19,1000
경기도 군포시,2021.07.19 12:30 , 2021.07.19 12:22,1226
전라남도 여수시,2021.07.19 12:00 , 2021.07.19 10:20,1000
경기도 포천시,2021.07.19 11:20 , 2021.07.19 11:09,1000
경기도 고양시 덕양구,2021.07.19 11:20 , 2021.07.19 11:09,1000
경기도 의정부시,2021.07.19 11:20 , 2021.07.19 11:09,1000
경기도 파주시,2021.07.19 11:20 , 2021.07.19 11:09,1000
경기도 양평군,2021.07.19 11:20 , 2021.07.19 11:09,1000
경기도 동두천시,2021.07.19 11:20 , 2021.07.19 11:08,1000
경기도 가평군,2021.07.19 11:20 , 2021.07.19 11:06,1000
경기도 가평군,2021.07.19 11:20 , 2021.07.19 11:09,1000
경기도 고양시 일산서구,2021.07.19 11:20 , 2021.07.19 11:09,1000
경상남도 진주시,2021.07.19 11:00 , 2021.07.19 12:15,1000
경상남도 진주시,2021.07.19 11:00 , 2021.07.19 11:06,1000
경기도 평택시,2021.07.19 10:58 , 2021.07.19 10:59,1000
전라북도 고창군,2021.07.19 10:30 , 2021.07.19 09:29,1000
경기도 용인시 처인구,2021.07.19 10:19 , 2021.07.19 10:30,1000
경상남도 고성군,2021.07.19 10:15 , 2021.07.19 10:31,1000
전라남도 완도군,2021.07.19 10:00 , 2021.07.19 09:35,10000
충청북도 보은군,2021.07.19 10:00 , 2021.07.19 17:39,1000
서울특별시 관악구,2021.07.19 10:00 , 2021.07.19 17:15,1000
경상남도 창원시 진해구,2021.07.19 09:30 , 2021.07.19 17:12,1000
경상남도 창원시 마산합포구,2021.07.19 09:25 , 2021.07.19 09:45,1001
경상남도 통영시,2021.07.19 09:25 , 2021.07.19 15:44,1000
경상남도 창원시 마산합포구,2021.07.19 09:21 , 2021.07.19 09:20,1000
경상남도 산청군,2021.07.19 09:20 , 2021.07.19 10:00,743
경상남도 함안군,2021.07.19 09:00 , 2021.07.19 10:40,1000
경기도 성남시 분당구,2021.07.19 09:00 , 2021.07.20 09:56,1000
경기도 광주시,2021.07.19 09:00 , 2021.07.19 17:26,1000
부산광역시 사상구,2021.07.19 04:04 , 2021.07.19 16:57,0
부산광역시 사상구,2021.07.19 02:02 , 2021.07.19 16:48,0
부산광역시 북구,2021.07.19 01:03 , 2021.07.19 16:56,0
경기도 성남시 분당구,2021.07.16 17:50 , 2021.07.16 15:55,1000
경기도 광명시,2021.07.16 16:30 , 2021.07.16 16:36,1000
경기도 하남시,2021.07.16 16:29 , 2021.07.16 16:29,1000
경기도 평택시,2021.07.16 16:29 , 2021.07.16 16:29,1000
경기도 의정부시,2021.07.16 16:25 , 2021.07.16 16:27,1000
경기도 연천군,2021.07.16 16:25 , 2021.07.16 16:26,1000
경기도 남양주시,2021.07.16 16:25 , 2021.07.16 16:27,1000
경기도 남양주시,2021.07.16 16:25 , 2021.07.16 16:26,9910
경기도 화성시,2021.07.16 16:25 , 2021.07.16 16:25,1000
경기도 용인시 수지구,2021.07.16 16:23 , 2021.07.16 16:22,1000
경기도 수원시 권선구,2021.07.16 16:00 , 2021.07.16 15:55,1000
경기도 하남시,2021.07.16 16:00 , 2021.07.16 15:58,1000
경기도 광주시,2021.07.16 16:00 , 2021.07.16 15:55,1000
경기도 성남시 분당구,2021.07.16 16:00 , 2021.07.16 16:30,1000
경기도 광명시,2021.07.16 16:00 , 2021.07.16 15:58,1000
경기도 용인시 수지구,2021.07.16 15:59 , 2021.07.16 15:48,1000
경기도 안성시,2021.07.16 15:38 , 2021.07.16 15:59,1000
경기도 광주시,2021.07.16 15:30 , 2021.07.16 17:15,1000
경기도 광주시,2021.07.16 15:00 , 2021.07.16 16:44,1000
경기도 오산시,2021.07.16 14:35 , 2021.07.16 14:40,1000
경기도 평택시,2021.07.16 14:33 , 2021.07.16 14:36,1000
경기도 안성시,2021.07.16 14:30 , 2021.07.16 14:35,1000
경기도 화성시,2021.07.16 14:30 , 2021.07.16 14:36,1000
전라북도 고창군,2021.07.16 14:25 , 2021.07.16 13:49,1000
경기도 용인시 처인구,2021.07.16 14:20 , 2021.07.16 14:43,1000
경기도 광주시,2021.07.16 14:01 , 2021.07.16 14:28,1000
경기도 안성시,2021.07.16 14:00 , 2021.07.16 14:02,1000
경기도 수원시 권선구,2021.07.16 14:00 , 2021.07.16 13:59,1000
경기도 용인시 처인구,2021.07.16 14:00 , 2021.07.16 13:58,1000
경기도 수원시 권선구,2021.07.16 14:00 , 2021.07.16 13:58,1000
경기도 이천시,2021.07.16 14:00 , 2021.07.16 14:30,1000
경기도 오산시,2021.07.16 14:00 , 2021.07.16 14:02,1000
경기도 광주시,2021.07.16 14:00 , 2021.07.16 13:58,1000
경기도 안산시 단원구,2021.07.16 14:00 , 2021.07.16 14:46,1000
경기도 평택시,2021.07.16 13:21 , 2021.07.16 14:01,1000
경기도 이천시,2021.07.16 13:00 , 2021.07.16 13:58,1000
경기도 가평군,2021.07.16 13:00 , 2021.07.16 14:02,10000
경기도 남양주시,2021.07.16 12:00 , 2021.07.16 11:20,1000
전라북도 전주시 완산구,2021.07.16 11:35 , 2021.07.16 11:34,1000
전라북도 익산시,2021.07.16 11:32 , 2021.07.16 11:32,1000
전라북도 김제시,2021.07.16 11:30 , 2021.07.16 11:34,10000
전라북도 무주군,2021.07.16 11:30 , 2021.07.16 11:29,1000
전라북도 군산시,2021.07.16 11:30 , 2021.07.16 19:48,1000
전라북도 김제시,2021.07.16 11:30 , 2021.07.16 11:34,1000
전라북도 장수군,2021.07.16 11:30 , 2021.07.16 11:35,1000
전라북도 정읍시,2021.07.16 11:30 , 2021.07.16 11:36,1000
전라북도 남원시,2021.07.16 11:30 , 2021.07.16 11:53,1000
전라북도 전주시 덕진구,2021.07.16 11:30 , 2021.07.16 11:28,1000
전라북도 부안군,2021.07.16 11:25 , 2021.07.16 11:34,1000
전라북도 익산시,2021.07.16 11:25 , 2021.07.16 11:22,1000
전라북도 순창군,2021.07.16 11:25 , 2021.07.16 11:33,1000
전라북도 진안군,2021.07.16 11:25 , 2021.07.16 11:46,1000
경기도 의정부시,2021.07.16 11:25 , 2021.07.16 11:01,1000
전라북도 임실군,2021.07.16 11:20 , 2021.07.16 11:32,1000
전라북도 고창군,2021.07.16 11:20 , 2021.07.16 11:34,1000
경기도 여주시,2021.07.16 11:12 , 2021.07.16 11:12,1000
경기도 성남시 수정구,2021.07.16 11:08 , 2021.07.16 10:59,1000
경기도 평택시,2021.07.16 11:00 , 2021.07.16 11:09,1000
전라북도 남원시,2021.07.16 10:55 , 2021.07.16 11:02,1000
경기도 여주시,2021.07.16 10:35 , 2021.07.16 10:35,1000
경기도 광주시,2021.07.16 10:32 , 2021.07.16 10:32,1000
경기도 성남시 중원구,2021.07.16 10:31 , 2021.07.16 10:23,1525
전라북도 진안군,2021.07.16 10:30 , 2021.07.16 11:03,1000
강원도 춘천시,2021.07.16 10:30 , 2021.07.16 10:30,1000
강원도 고성군,2021.07.16 10:30 , 2021.07.16 10:32,1000
강원도 동해시,2021.07.16 10:30 , 2021.07.16 10:34,1000
경기도 수원시 팔달구,2021.07.16 10:28 , 2021.07.16 10:32,1000
전라북도 장수군,2021.07.16 10:25 , 2021.07.16 10:43,1000
전라북도 전주시 완산구,2021.07.16 10:25 , 2021.07.16 10:43,1000
전라북도 임실군,2021.07.16 10:25 , 2021.07.16 10:40,1000
전라북도 부안군,2021.07.16 10:25 , 2021.07.16 10:42,1000
전라북도 전주시 덕진구,2021.07.16 10:25 , 2021.07.16 10:37,1000
전라북도 고창군,2021.07.16 10:25 , 2021.07.16 10:43,1000
전라북도 군산시,2021.07.16 10:25 , 2021.07.16 19:00,1000
전라북도 익산시,2021.07.16 10:25 , 2021.07.16 10:40,1000
전라북도 익산시,2021.07.16 10:25 , 2021.07.16 10:31,1000
전라북도 김제시,2021.07.16 10:25 , 2021.07.16 10:43,1000
전라북도 무주군,2021.07.16 10:25 , 2021.07.16 10:38,1000
전라북도 김제시,2021.07.16 10:25 , 2021.07.16 10:40,1000
전라북도 정읍시,2021.07.16 10:25 , 2021.07.16 10:44,1000
전라북도 남원시,2021.07.16 10:25 , 2021.07.16 12:29,1000
강원도 동해시,2021.07.16 10:20 , 2021.07.16 10:30,1000
제주특별자치도 제주시,2021.07.16 10:00 , 2021.07.16 10:13,51256
전라북도 전주시 덕진구,2021.07.16 09:40 , 2021.07.16 09:39,1000
경기도 남양주시,2021.07.16 03:16 , 2021.07.16 15:30,1000
경상북도 문경시,2021.07.16 02:03 , 2021.07.16 13:46,1000
경기도 이천시,2021.07.16 00:00 , 2021.07.16 15:58,1000
경상북도 봉화군,2021.07.15 16:00 , 2021.07.15 15:19,1000
경상북도 봉화군,2021.07.15 15:10 , 2021.07.15 15:22,1000
전라남도 화순군,2021.07.15 15:00 , 2021.07.15 15:09,100
경상북도 군위군,2021.07.15 15:00 , 2021.07.15 15:20,1000
경상북도 구미시,2021.07.15 15:00 , 2021.07.15 15:39,1000
경상북도 청송군,2021.07.15 15:00 , 2021.07.15 15:21,1000
경상북도 안동시,2021.07.15 15:00 , 2021.07.15 15:20,1000
강원도 강릉시,2021.07.15 15:00 , 2021.07.15 14:59,1000
강원도 양양군,2021.07.15 15:00 , 2021.07.15 15:02,1000
부산광역시 사상구,2021.07.15 15:00 , 2021.07.15 15:19,0
부산광역시 금정구,2021.07.15 15:00 , 2021.07.15 14:45,1003
부산광역시 사상구,2021.07.15 15:00 , 2021.07.15 15:24,0
강원도 춘천시,2021.07.15 14:50 , 2021.07.15 14:59,1000
강원도 태백시,2021.07.15 14:50 , 2021.07.15 14:59,1000
강원도 삼척시,2021.07.15 14:50 , 2021.07.15 14:59,1000
강원도 강릉시,2021.07.15 14:50 , 2021.07.15 14:59,1000
강원도 태백시,2021.07.15 14:50 , 2021.07.15 14:59,1000
강원도 속초시,2021.07.15 14:50 , 2021.07.15 15:00,1000
강원도 속초시,2021.07.15 14:50 , 2021.07.15 15:00,1000
서울특별시 도봉구,2021.07.15 14:45 , 2021.07.15 14:46,310
서울특별시 은평구,2021.07.15 14:42 , 2021.07.15 14:43,1000
서울특별시 중구,2021.07.15 14:41 , 2021.07.15 14:46,1000
서울특별시 중구,2021.07.15 14:41 , 2021.07.15 14:48,1000
서울특별시 중구,2021.07.15 14:41 , 2021.07.15 14:41,1000
부산광역시 사하구,2021.07.15 14:40 , 2021.07.15 14:46,1000
서울특별시 마포구,2021.07.15 14:40 , 2021.07.15 14:46,1000
서울특별시 서대문구,2021.07.15 14:40 , 2021.07.15 14:46,1000
서울특별시 동대문구,2021.07.15 14:39 , 2021.07.15 14:46,1002
서울특별시 광진구,2021.07.15 14:39 , 2021.07.15 15:17,1200
서울특별시 강북구,2021.07.15 14:39 , 2021.07.15 14:42,1000
전라북도 전주시 덕진구,2021.07.15 14:38 , 2021.07.15 14:50,803
전라북도 남원시,2021.07.15 14:30 , 2021.07.15 16:59,1000
서울특별시 성동구,2021.07.15 14:30 , 2021.07.15 14:43,1010
부산광역시 강서구,2021.07.15 14:25 , 2021.07.15 14:44,1000
전라북도 전주시 완산구,2021.07.15 14:25 , 2021.07.15 15:04,1000
부산광역시 기장군,2021.07.15 14:20 , 2021.07.15 14:44,1100
울산광역시 남구,2021.07.15 14:20 , 2021.07.15 14:45,1000
울산광역시 북구,2021.07.15 14:20 , 2021.07.15 14:50,1000
부산광역시 부산진구,2021.07.15 14:20 , 2021.07.15 14:29,2
부산광역시 부산진구,2021.07.15 14:20 , 2021.07.15 14:45,1000
부산광역시 기장군,2021.07.15 14:20 , 2021.07.15 14:45,1000
부산광역시 사하구,2021.07.15 14:20 , 2021.07.15 14:48,1000
울산광역시 울주군,2021.07.15 14:20 , 2021.07.15 14:46,1000
강원도 동해시,2021.07.15 14:20 , 2021.07.15 15:20,1000
경상남도 김해시,2021.07.15 14:20 , 2021.07.15 14:49,1000
경상남도 통영시,2021.07.15 14:17 , 2021.07.15 14:17,2000
경상북도 영양군,2021.07.15 14:12 , 2021.07.15 15:22,1000
부산광역시 부산진구,2021.07.15 14:12 , 2021.07.15 14:52,2
부산광역시 남구,2021.07.15 14:10 , 2021.07.15 14:46,1000
경상남도 양산시,2021.07.15 14:10 , 2021.07.15 14:54,1000
전라남도 화순군,2021.07.15 14:00 , 2021.07.15 14:05,110
경상북도 봉화군,2021.07.15 14:00 , 2021.07.15 10:47,1000
경상북도 울진군,2021.07.15 14:00 , 2021.07.15 15:13,52
경상북도 구미시,2021.07.15 14:00 , 2021.07.15 15:23,1000
경상북도 영주시,2021.07.15 14:00 , 2021.07.15 15:19,1000
경상북도 상주시,2021.07.15 14:00 , 2021.07.15 15:19,1000
강원도 정선군,2021.07.15 14:00 , 2021.07.15 15:06,1000
강원도 정선군,2021.07.15 14:00 , 2021.07.15 15:02,1000
부산광역시 사상구,2021.07.15 14:00 , 2021.07.15 14:53,1000
전라북도 전주시 덕진구,2021.07.15 14:00 , 2021.07.15 15:09,1000
울산광역시 울주군,2021.07.15 14:00 , 2021.07.15 14:51,1000
부산광역시 영도구,2021.07.15 14:00 , 2021.07.15 14:48,1000
강원도 화천군,2021.07.15 10:23 , 2021.07.15 10:22,1000
강원도 철원군,2021.07.15 10:22 , 2021.07.15 10:22,1000
강원도 평창군,2021.07.15 10:20 , 2021.07.15 10:20,1000
강원도 원주시,2021.07.15 10:20 , 2021.07.15 10:20,1000
강원도 횡성군,2021.07.15 10:20 , 2021.07.15 10:20,1000
강원도 인제군,2021.07.15 10:20 , 2021.07.15 10:19,1000
부산광역시 부산진구,2021.07.15 10:20 , 2021.07.15 10:21,1000
강원도 춘천시,2021.07.15 10:15 , 2021.07.15 10:20,1000
강원도 영월군,2021.07.15 10:10 , 2021.07.15 10:19,1000
강원도 원주시,2021.07.15 10:00 , 2021.07.15 10:21,1000
강원도 홍천군,2021.07.15 09:45 , 2021.07.15 10:20,1000
강원도 양구군,2021.07.15 09:30 , 2021.07.15 10:25,1000
경상북도 봉화군,2021.07.15 09:00 , 2021.07.15 09:23,1000
부산광역시 사상구,2021.07.15 03:04 , 2021.07.15 14:02,0
부산광역시 사상구,2021.07.15 03:03 , 2021.07.15 13:37,0
부산광역시 사상구,2021.07.15 01:01 , 2021.07.15 13:53,0
부산광역시 부산진구,2021.07.14 18:00 , 2021.07.14 17:43,2000
경상북도 안동시,2021.07.14 18:00 , 2021.07.14 17:48,2000
경기도 고양시 덕양구,2021.07.14 17:00 , 2021.07.14 14:38,1230
경기도 연천군,2021.07.14 15:00 , 2021.07.14 15:04,0
경기도 고양시 일산동구,2021.07.14 15:00 , 2021.07.14 14:52,1000
경기도 파주시,2021.07.14 14:50 , 2021.07.14 14:59,300
경기도 연천군,2021.07.14 14:50 , 2021.07.14 14:54,300
경기도 파주시,2021.07.14 14:50 , 2021.07.14 15:08,0
경기도 파주시,2021.07.14 14:49 , 2021.07.14 14:49,10000
경기도 양평군,2021.07.14 14:39 , 2021.07.14 14:39,2400
경기도 연천군,2021.07.14 14:35 , 2021.07.14 14:41,1000
경기도 남양주시,2021.07.14 14:30 , 2021.07.14 14:45,1000
경기도 포천시,2021.07.14 14:25 , 2021.07.14 15:02,1000
경기도 가평군,2021.07.14 14:25 , 2021.07.14 14:47,2000
경기도 가평군,2021.07.14 14:25 , 2021.07.14 14:38,1000
전라북도 전주시 완산구,2021.07.14 14:20 , 2021.07.14 15:06,1000
경상북도 울릉군,2021.07.14 14:20 , 2021.07.19 15:01,300
경기도 동두천시,2021.07.14 14:00 , 2021.07.14 14:54,600
경기도 동두천시,2021.07.14 14:00 , 2021.07.14 15:00,1000
경기도 가평군,2021.07.14 14:00 , 2021.07.14 15:00,600
경기도 동두천시,2021.07.14 14:00 , 2021.07.14 14:38,2000
경기도 의정부시,2021.07.14 14:00 , 2021.07.14 14:40,2050
제주특별자치도 제주시,2021.07.14 10:00 , 2021.07.14 16:17,51256
대전광역시 대덕구,2021.07.13 17:00 , 2021.07.13 17:41,1000
서울특별시 동작구,2021.07.13 15:30 , 2021.07.13 15:45,1000
부산광역시 사상구,2021.07.13 12:00 , 2021.07.13 14:07,0
전라남도 완도군,2021.07.13 10:25 , 2021.07.19 10:53,1000
부산광역시 사상구,2021.07.13 06:07 , 2021.07.13 14:31,0
부산광역시 사상구,2021.07.13 03:05 , 2021.07.13 14:34,0
광주광역시 북구,2021.07.12 12:00 , 2021.07.12 19:27,1100
충청북도 충주시,2021.07.12 05:41 , 2021.07.12 06:27,708
충청북도 충주시,2021.07.11 16:57 , 2021.07.11 18:03,4237
경상남도 거창군,2021.07.10 17:37 , 2021.07.12 19:29,7
대전광역시 유성구,2021.07.09 02:15 , 2021.07.09 03:16,427
광주광역시 서구,2021.07.09 01:01 , 2021.07.09 09:29,0
경기도 시흥시,2021.07.08 14:28 , 2021.07.08 14:27,1000
인천광역시 서구,2021.07.08 14:27 , 2021.07.08 14:27,1000
인천광역시 부평구,2021.07.08 14:27 , 2021.07.08 14:26,1000
경기도 시흥시,2021.07.08 14:26 , 2021.07.08 14:26,1000
인천광역시 중구,2021.07.08 14:26 , 2021.07.08 14:26,1000
인천광역시 강화군,2021.07.08 14:26 , 2021.07.08 14:26,1000
인천광역시 서구,2021.07.08 14:26 , 2021.07.08 14:26,1000
서울특별시 강북구,2021.07.08 13:56 , 2021.07.08 13:55,1000
인천광역시 부평구,2021.07.08 13:31 , 2021.07.08 13:31,1000
인천광역시 서구,2021.07.08 13:31 , 2021.07.08 13:30,1000
경기도 시흥시,2021.07.08 13:30 , 2021.07.08 13:31,1000
인천광역시 서구,2021.07.08 13:30 , 2021.07.08 13:30,1000
인천광역시 중구,2021.07.08 13:30 , 2021.07.08 13:27,1000
인천광역시 강화군,2021.07.08 13:30 , 2021.07.08 13:30,1000
경기도 시흥시,2021.07.08 13:28 , 2021.07.08 13:28,1000
경기도 시흥시,2021.07.08 11:32 , 2021.07.08 11:32,5500
인천광역시 서구,2021.07.08 11:32 , 2021.07.08 11:31,1000
인천광역시 서구,2021.07.08 11:31 , 2021.07.08 11:31,1000
인천광역시 중구,2021.07.08 11:27 , 2021.07.08 11:26,800
인천광역시 강화군,2021.07.08 11:26 , 2021.07.08 11:25,1000
경기도 시흥시,2021.07.08 10:37 , 2021.07.08 10:37,1000
인천광역시 강화군,2021.07.08 10:36 , 2021.07.08 10:36,1000
인천광역시 중구,2021.07.08 10:36 , 2021.07.08 10:36,1000
인천광역시 부평구,2021.07.08 10:36 , 2021.07.08 10:36,1000
경기도 김포시,2021.07.08 10:36 , 2021.07.08 10:35,1000
인천광역시 서구,2021.07.08 10:36 , 2021.07.08 10:36,1000
경기도 시흥시,2021.07.08 10:36 , 2021.07.08 10:36,1000
대전광역시 서구,2021.07.08 05:15 , 2021.07.08 06:13,141
대전광역시 서구,2021.07.08 05:15 , 2021.07.08 06:13,141
대전광역시 서구,2021.07.08 05:15 , 2021.07.08 06:13,141
대전광역시 서구,2021.07.08 05:15 , 2021.07.08 06:13,141
경기도 의정부시,2021.07.08 01:00 , 2021.07.08 11:18,20000
경기도 의정부시,2021.07.07 20:00 , 2021.07.07 18:45,3050
경상남도 창원시 마산합포구,2021.07.07 18:53 , 2021.07.07 19:52,705
인천광역시 부평구,2021.07.07 14:30 , 2021.07.07 14:32,1000
인천광역시 부평구,2021.07.07 14:30 , 2021.07.07 14:23,1000
경기도 부천시,2021.07.07 14:25 , 2021.07.07 14:25,1000
인천광역시 미추홀구,2021.07.07 14:23 , 2021.07.07 14:22,1000
인천광역시 부평구,2021.07.07 14:23 , 2021.07.07 14:23,1000
경기도 김포시,2021.07.07 14:15 , 2021.07.07 14:23,1000
인천광역시 계양구,2021.07.07 14:14 , 2021.07.07 14:22,1000
인천광역시 남동구,2021.07.07 14:10 , 2021.07.07 14:27,1000
인천광역시 계양구,2021.07.07 13:30 , 2021.07.07 13:25,1000
경기도 부천시,2021.07.07 13:30 , 2021.07.07 13:28,1000
인천광역시 미추홀구,2021.07.07 13:25 , 2021.07.07 13:25,1000
인천광역시 남동구,2021.07.07 13:25 , 2021.07.07 13:26,1000
인천광역시 부평구,2021.07.07 13:25 , 2021.07.07 13:25,1000
경상남도 하동군,2021.07.07 13:22 , 2021.07.07 13:43,2385
경기도 김포시,2021.07.07 13:15 , 2021.07.07 13:25,1000
인천광역시 계양구,2021.07.07 13:13 , 2021.07.07 13:26,1000
전라남도 무안군,2021.07.07 12:00 , 2021.07.07 13:30,3
경상남도 창녕군,2021.07.07 11:23 , 2021.07.07 12:16,2096
인천광역시 부평구,2021.07.07 10:50 , 2021.07.07 10:42,1000
경기도 부천시,2021.07.07 10:45 , 2021.07.07 10:44,1000
인천광역시 미추홀구,2021.07.07 10:42 , 2021.07.07 10:42,1000
인천광역시 남동구,2021.07.07 10:40 , 2021.07.07 10:42,1000
경기도 김포시,2021.07.07 10:22 , 2021.07.07 10:42,1000
인천광역시 부평구,2021.07.07 10:22 , 2021.07.07 10:42,1000
인천광역시 부평구,2021.07.07 10:08 , 2021.07.07 10:42,1000
전라남도 무안군,2021.07.07 10:00 , 2021.07.07 12:30,1
전라남도 무안군,2021.07.07 10:00 , 2021.07.07 17:56,0
인천광역시 중구,2021.07.07 00:00 , 2021.07.07 17:39,1000
전라남도 해남군,2021.07.06 10:00 , 2021.07.06 17:31,1
전라남도 순천시,2021.07.06 09:41 , 2021.07.06 11:48,418
부산광역시 수영구,2021.07.06 00:29 , 2021.07.06 01:23,6
인천광역시 서구,2021.07.03 20:22 , 2021.07.05 13:01,2781
전라북도 순창군,2021.07.02 10:06 , 2021.07.02 14:10,1005
전라남도 신안군,2021.07.02 02:04 , 2021.07.02 13:53,2000
경기도 가평군,2021.07.01 16:00 , 2021.07.16 16:31,1000
경기도 가평군,2021.07.01 15:30 , 2021.07.16 15:58,1000
인천광역시 서구,2021.07.01 14:00 , 2021.07.01 15:10,1000
서울특별시 중구,2021.07.01 13:00 , 2021.07.01 13:11,1000
전라북도 고창군,2021.07.01 12:00 , 2021.07.01 10:34,2453
전라북도 고창군,2021.07.01 10:20 , 2021.07.01 10:22,1119
서울특별시 관악구,2021.07.01 10:00 , 2021.07.02 17:51,1000
경상남도 산청군,2021.07.01 09:00 , 2021.07.22 09:57,1000
강원도 춘천시,2021.06.30 08:00 , 2021.06.30 10:52,2000
강원도 원주시,2021.06.30 05:00 , 2021.06.30 10:01,1010
경상남도 창원시 성산구,2021.06.29 16:26 , 2021.06.29 16:25,499
경상남도 남해군,2021.06.29 16:20 , 2021.06.29 16:41,32
경상남도 합천군,2021.06.29 16:20 , 2021.06.29 16:33,49
경상남도 밀양시,2021.06.29 16:20 , 2021.06.29 16:22,310
경상남도 합천군,2021.06.29 16:20 , 2021.06.29 16:28,49
경상남도 거제시,2021.06.29 16:16 , 2021.06.29 16:29,974
경상남도 거제시,2021.06.29 16:16 , 2021.06.29 16:28,974
경상남도 거창군,2021.06.29 16:15 , 2021.06.29 16:31,538
경상남도 거창군,2021.06.29 16:15 , 2021.06.29 16:29,538
경상남도 의령군,2021.06.29 16:10 , 2021.06.29 16:34,300
경상남도 창원시 마산합포구,2021.06.29 16:10 , 2021.06.29 16:24,1
경상남도 고성군,2021.06.29 16:05 , 2021.06.29 16:32,411
경상남도 창녕군,2021.06.29 16:05 , 2021.06.29 16:32,1028
경상남도 함안군,2021.06.29 16:00 , 2021.06.29 16:32,220
경상남도 함양군,2021.06.29 16:00 , 2021.06.29 16:33,11
경상남도 사천시,2021.06.29 16:00 , 2021.06.29 16:31,1434
경상남도 산청군,2021.06.29 16:00 , 2021.06.29 16:28,102
경상남도 하동군,2021.06.29 16:00 , 2021.06.29 17:30,4434
경상남도 하동군,2021.06.29 16:00 , 2021.06.29 15:08,0
경상남도 통영시,2021.06.29 16:00 , 2021.06.29 16:31,1782
경상남도 사천시,2021.06.29 15:00 , 2021.06.29 15:05,1000
경상남도 함안군,2021.06.29 15:00 , 2021.06.29 15:01,120
경상남도 의령군,2021.06.29 14:48 , 2021.06.29 14:59,1000
경상남도 산청군,2021.06.29 14:30 , 2021.06.29 15:00,5
경상남도 통영시,2021.06.29 14:20 , 2021.06.29 14:58,1000
경상남도 산청군,2021.06.29 14:15 , 2021.06.29 14:45,1000
경상남도 거창군,2021.06.29 14:15 , 2021.06.29 15:34,1000
경상남도 창녕군,2021.06.29 14:15 , 2021.06.29 15:00,1000
경상남도 함양군,2021.06.29 14:15 , 2021.06.29 15:07,1000
경상남도 진주시,2021.06.29 14:15 , 2021.06.29 15:00,1000
경상남도 함안군,2021.06.29 14:15 , 2021.06.29 14:58,1000
경상남도 진주시,2021.06.29 14:15 , 2021.06.29 15:21,1000
경상남도 통영시,2021.06.29 14:15 , 2021.06.29 14:59,1000
경상남도 밀양시,2021.06.29 14:15 , 2021.06.29 14:50,1000
경상남도 산청군,2021.06.29 14:15 , 2021.06.29 14:50,1000
경상남도 고성군,2021.06.29 14:15 , 2021.06.29 15:06,1000
경상남도 거제시,2021.06.29 14:15 , 2021.06.29 15:03,1000
경상남도 거제시,2021.06.29 14:15 , 2021.06.29 15:08,1000
경상남도 남해군,2021.06.29 14:15 , 2021.06.29 15:33,1000
경상남도 거제시,2021.06.29 14:15 , 2021.06.29 15:13,1000
경상남도 밀양시,2021.06.29 14:15 , 2021.06.29 15:04,1000
경상남도 산청군,2021.06.29 14:15 , 2021.06.29 15:10,1000
경상남도 합천군,2021.06.29 14:15 , 2021.06.29 14:59,1000
경상남도 합천군,2021.06.29 14:15 , 2021.06.29 15:11,1000
경상남도 창원시 마산합포구,2021.06.29 14:15 , 2021.06.29 15:24,10000
경상남도 창원시 의창구,2021.06.29 14:15 , 2021.06.29 14:24,1000
경상남도 창원시 의창구,2021.06.29 14:15 , 2021.06.29 09:17,1000
경상남도 통영시,2021.06.29 14:00 , 2021.06.29 16:12,1782
부산광역시 사하구,2021.06.29 10:00 , 2021.06.29 15:08,10000
부산광역시 강서구,2021.06.29 10:00 , 2021.06.29 15:07,2000
부산광역시 해운대구,2021.06.29 08:00 , 2021.06.29 18:10,1010
대전광역시 대덕구,2021.06.28 17:00 , 2021.06.28 16:02,1000
울산광역시 울주군,2021.06.28 15:30 , 2021.06.28 15:21,103
충청남도 서천군,2021.06.28 15:00 , 2021.06.28 15:57,12615
울산광역시 북구,2021.06.28 15:00 , 2021.06.28 15:22,1
부산광역시 북구,2021.06.28 14:10 , 2021.06.28 15:27,210
충청남도 천안시 서북구,2021.06.28 10:25 , 2021.06.28 17:07,5000
충청남도 천안시 서북구,2021.06.28 10:25 , 2021.06.28 17:23,5000
부산광역시 부산진구,2021.06.28 10:00 , 2021.06.28 15:22,1000
전라남도 영암군,2021.06.25 16:00 , 2021.06.25 15:10,2000
서울특별시 은평구,2021.06.25 15:03 , 2021.06.25 15:01,110
