지역,발생일시,복구일시,정전가구
충청북도 충주시,2021.07.21 16:00 , 2021.07.21 16:35,220
충청북도 충주시,2021.07.21 16:00 , 2021.07.21 16:12,110
충청북도 충주시,2021.07.21 16:00 , 2021.07.21 16:19,1001
충청북도 충주시,2021.07.21 16:00 , 2021.07.21 16:20,220
충청북도 청주시 청원구,2021.07.21 16:00 , 2021.07.21 16:39,1000
충청북도 증평군,2021.07.21 16:00 , 2021.07.21 16:18,1000
충청북도 청주시 서원구,2021.07.21 16:00 , 2021.07.21 16:18,1000
충청북도 청주시 청원구,2021.07.21 16:00 , 2021.07.21 16:20,1000
서울특별시 성동구,2021.07.21 15:02 , 2021.07.21 15:08,1000
서울특별시 강북구,2021.07.21 15:02 , 2021.07.21 15:09,1000
서울특별시 종로구,2021.07.21 15:01 , 2021.07.21 15:01,1000
서울특별시 노원구,2021.07.21 15:00 , 2021.07.21 15:02,1000
서울특별시 서초구,2021.07.21 15:00 , 2021.07.21 15:56,1001
부산광역시 강서구,2021.07.21 14:50 , 2021.07.21 14:48,1000
광주광역시 북구,2021.07.21 14:50 , 2021.07.22 11:09,1000
전라북도 진안군,2021.07.21 14:35 , 2021.07.21 14:41,1000
충청북도 제천시,2021.07.21 14:35 , 2021.07.21 14:35,1000
충청북도 음성군,2021.07.21 14:30 , 2021.07.21 14:27,0
전라남도 목포시,2021.07.21 14:30 , 2021.07.21 14:26,1000
전라남도 여수시,2021.07.21 14:30 , 2021.07.21 14:27,1000
충청북도 청주시 흥덕구,2021.07.21 14:30 , 2021.07.21 14:28,1000
전라남도 순천시,2021.07.21 14:28 , 2021.07.21 14:25,1000
서울특별시 노원구,2021.07.21 14:27 , 2021.07.21 14:28,1000
전라남도 진도군,2021.07.21 14:27 , 2021.07.21 14:27,1000
전라남도 진도군,2021.07.21 14:27 , 2021.07.21 14:37,1000
전라남도 장흥군,2021.07.21 14:26 , 2021.07.21 14:26,1000
전라남도 신안군,2021.07.21 14:25 , 2021.07.21 14:27,1000
전라남도 완도군,2021.07.21 14:25 , 2021.07.21 14:23,1000
전라남도 해남군,2021.07.21 14:25 , 2021.07.21 14:23,1000
광주광역시 북구,2021.07.21 14:25 , 2021.07.21 11:58,1000
경기도 시흥시,2021.07.21 14:24 , 2021.07.21 14:23,1000
경기도 부천시,2021.07.21 14:24 , 2021.07.21 14:24,1000
인천광역시 미추홀구,2021.07.21 14:23 , 2021.07.21 14:23,1000
인천광역시 옹진군,2021.07.21 14:23 , 2021.07.21 14:23,1000
인천광역시 강화군,2021.07.21 14:23 , 2021.07.21 14:23,1000
인천광역시 서구,2021.07.21 14:23 , 2021.07.21 14:23,1000
인천광역시 계양구,2021.07.21 14:23 , 2021.07.21 14:22,1000
전라남도 여수시,2021.07.21 14:23 , 2021.07.21 14:23,1000
인천광역시 부평구,2021.07.21 14:23 , 2021.07.21 14:23,1000
인천광역시 중구,2021.07.21 14:23 , 2021.07.21 14:22,1000
경기도 시흥시,2021.07.21 14:23 , 2021.07.21 14:23,1000
경기도 김포시,2021.07.21 14:23 , 2021.07.21 14:23,1000
광주광역시 서구,2021.07.21 14:22 , 2021.07.21 14:22,1020
전라남도 고흥군,2021.07.21 14:22 , 2021.07.21 14:22,1000
전라남도 영광군,2021.07.21 14:22 , 2021.07.21 14:23,1100
충청북도 옥천군,2021.07.21 14:21 , 2021.07.21 14:25,1000
인천광역시 서구,2021.07.21 14:20 , 2021.07.21 14:23,1000
서울특별시 마포구,2021.07.21 14:20 , 2021.07.21 14:19,1000
전라남도 구례군,2021.07.21 14:20 , 2021.07.21 14:24,1000
서울특별시 은평구,2021.07.21 14:20 , 2021.07.21 14:19,1000
광주광역시 동구,2021.07.21 14:20 , 2021.07.21 14:24,1000
전라남도 나주시,2021.07.21 14:20 , 2021.07.21 14:22,1000
충청북도 영동군,2021.07.21 14:20 , 2021.07.21 14:25,1000
서울특별시 강북구,2021.07.21 14:20 , 2021.07.21 14:19,1000
충청북도 진천군,2021.07.21 14:20 , 2021.07.21 13:55,1000
서울특별시 성동구,2021.07.21 14:20 , 2021.07.21 14:20,1000
전라남도 목포시,2021.07.21 14:20 , 2021.07.21 14:23,1000
전라남도 장성군,2021.07.21 14:20 , 2021.07.21 14:22,1000
전라남도 영암군,2021.07.21 14:20 , 2021.07.21 14:25,1000
전라남도 보성군,2021.07.21 14:20 , 2021.07.21 14:30,1000
경상남도 거제시,2021.07.21 14:20 , 2021.07.22 09:59,1000
전라남도 강진군,2021.07.21 14:20 , 2021.07.21 14:23,1002
경상남도 거제시,2021.07.21 14:20 , 2021.07.22 10:08,1000
서울특별시 강북구,2021.07.21 14:19 , 2021.07.21 14:19,1000
광주광역시 남구,2021.07.21 14:19 , 2021.07.21 14:19,1000
서울특별시 종로구,2021.07.21 14:18 , 2021.07.21 14:18,1000
전라남도 무안군,2021.07.21 14:18 , 2021.07.21 14:22,1280
서울특별시 동대문구,2021.07.21 14:16 , 2021.07.21 14:20,1000
충청북도 진천군,2021.07.21 14:15 , 2021.07.21 14:20,1000
전라남도 담양군,2021.07.21 14:15 , 2021.07.21 14:22,1000
광주광역시 광산구,2021.07.21 14:15 , 2021.07.21 14:23,20
서울특별시 마포구,2021.07.21 14:10 , 2021.07.21 14:19,1000
충청북도 제천시,2021.07.21 14:10 , 2021.07.21 14:21,1000
전라남도 함평군,2021.07.21 14:08 , 2021.07.21 14:22,1000
서울특별시 서초구,2021.07.21 14:05 , 2021.07.21 14:25,1001
인천광역시 남동구,2021.07.21 14:05 , 2021.07.21 14:23,1000
충청북도 충주시,2021.07.21 14:00 , 2021.07.21 15:23,110
충청북도 음성군,2021.07.21 14:00 , 2021.07.21 14:41,100
충청북도 단양군,2021.07.21 14:00 , 2021.07.21 14:28,1000
충청북도 제천시,2021.07.21 14:00 , 2021.07.21 14:50,1000
충청북도 단양군,2021.07.21 14:00 , 2021.07.21 14:30,1000
충청북도 단양군,2021.07.21 14:00 , 2021.07.21 15:41,1000
충청북도 충주시,2021.07.21 14:00 , 2021.07.21 15:32,110
충청북도 충주시,2021.07.21 14:00 , 2021.07.21 15:29,110
전라남도 곡성군,2021.07.21 14:00 , 2021.07.21 14:21,1000
충청북도 충주시,2021.07.21 14:00 , 2021.07.21 14:51,110
충청북도 충주시,2021.07.21 14:00 , 2021.07.21 14:31,110
충청북도 충주시,2021.07.21 14:00 , 2021.07.21 14:20,1001
전라남도 화순군,2021.07.21 14:00 , 2021.07.21 14:22,1000
충청북도 청주시 서원구,2021.07.21 14:00 , 2021.07.21 14:19,1000
충청북도 증평군,2021.07.21 14:00 , 2021.07.21 14:20,1000
충청북도 청주시 청원구,2021.07.21 14:00 , 2021.07.21 14:22,1000
인천광역시 미추홀구,2021.07.21 13:15 , 2021.07.21 13:14,1000
전라북도 군산시,2021.07.21 12:52 , 2021.07.21 12:51,1000
경상남도 창원시 의창구,2021.07.21 12:00 , 2021.07.22 13:06,1000
부산광역시 기장군,2021.07.21 11:14 , 2021.07.21 11:21,1000
경기도 수원시 팔달구,2021.07.21 10:29 , 2021.07.21 10:29,1000
인천광역시 서구,2021.07.21 10:24 , 2021.07.21 10:23,1000
인천광역시 부평구,2021.07.21 10:21 , 2021.07.21 10:21,1000
인천광역시 중구,2021.07.21 10:21 , 2021.07.21 10:40,1000
경기도 시흥시,2021.07.21 10:20 , 2021.07.21 10:20,1000
인천광역시 서구,2021.07.21 10:20 , 2021.07.21 10:20,1000
인천광역시 중구,2021.07.21 10:20 , 2021.07.21 10:19,1000
인천광역시 부평구,2021.07.21 10:20 , 2021.07.21 10:20,1000
경기도 시흥시,2021.07.21 10:20 , 2021.07.21 10:20,1000
인천광역시 옹진군,2021.07.21 10:20 , 2021.07.21 10:20,1000
전라북도 김제시,2021.07.21 10:20 , 2021.07.21 15:24,1000
경기도 김포시,2021.07.21 10:20 , 2021.07.21 10:20,1000
경기도 부천시,2021.07.21 10:20 , 2021.07.21 10:20,1000
인천광역시 강화군,2021.07.21 10:19 , 2021.07.21 10:19,1000
인천광역시 남동구,2021.07.21 10:10 , 2021.07.21 10:20,1000
부산광역시 동래구,2021.07.21 10:00 , 2021.07.21 16:41,1000
전라남도 함평군,2021.07.21 10:00 , 2021.07.21 10:32,1000
부산광역시 남구,2021.07.21 09:50 , 2021.07.21 09:30,1000
경상남도 창원시 진해구,2021.07.21 09:30 , 2021.07.21 09:30,1000
서울특별시 관악구,2021.07.21 09:00 , 2021.07.21 18:00,2000
경기도 안성시,2021.07.21 09:00 , 2021.07.21 09:39,1000
서울특별시 관악구,2021.07.21 04:00 , 2021.07.21 18:16,2000
경기도 파주시,2021.07.21 00:15 , 2021.07.21 14:32,1000
충청남도 논산시,2021.07.20 21:00 , 2021.07.20 21:01,1000
대전광역시 대덕구,2021.07.20 20:01 , 2021.07.20 16:59,100
충청남도 서산시,2021.07.20 20:00 , 2021.07.20 15:31,1000
충청남도 논산시,2021.07.20 20:00 , 2021.07.20 15:52,300
충청남도 논산시,2021.07.20 20:00 , 2021.07.20 15:35,1000
충청남도 서산시,2021.07.20 20:00 , 2021.07.20 15:54,300
충청남도 서천군,2021.07.20 19:45 , 2021.07.20 15:32,10000
충청남도 서천군,2021.07.20 19:45 , 2021.07.20 21:02,1000
충청남도 서천군,2021.07.20 19:30 , 2021.07.20 16:57,1000
충청남도 공주시,2021.07.20 19:17 , 2021.07.20 16:56,1000
충청남도 당진시,2021.07.20 19:15 , 2021.07.20 20:20,1000
충청남도 당진시,2021.07.20 19:06 , 2021.07.20 17:00,1000
대전광역시 유성구,2021.07.20 19:03 , 2021.07.20 16:57,1000
대전광역시 유성구,2021.07.20 19:02 , 2021.07.20 15:31,1000
세종특별자치시 세종시,2021.07.20 19:00 , 2021.07.20 17:00,1000
세종특별자치시 세종시,2021.07.20 19:00 , 2021.07.20 20:11,1000
세종특별자치시 세종시,2021.07.20 19:00 , 2021.07.20 15:32,1000
세종특별자치시 세종시,2021.07.20 19:00 , 2021.07.20 15:31,1000
대전광역시 대덕구,2021.07.20 19:00 , 2021.07.20 15:59,300
대전광역시 대덕구,2021.07.20 19:00 , 2021.07.20 17:04,1000
충청남도 부여군,2021.07.20 19:00 , 2021.07.20 15:30,1000
대전광역시 서구,2021.07.20 19:00 , 2021.07.20 15:31,1000
대전광역시 서구,2021.07.20 19:00 , 2021.07.20 16:58,1000
충청남도 당진시,2021.07.20 19:00 , 2021.07.20 15:45,1000
충청남도 청양군,2021.07.20 19:00 , 2021.07.20 15:31,1000
충청남도 청양군,2021.07.20 19:00 , 2021.07.20 16:57,1000
충청남도 논산시,2021.07.20 19:00 , 2021.07.20 16:58,1000
충청남도 홍성군,2021.07.20 19:00 , 2021.07.20 15:34,1000
충청남도 홍성군,2021.07.20 19:00 , 2021.07.20 16:58,1000
대전광역시 동구,2021.07.20 19:00 , 2021.07.20 15:31,1000
충청남도 서산시,2021.07.20 19:00 , 2021.07.20 15:31,1000
충청남도 서산시,2021.07.20 19:00 , 2021.07.20 16:58,1000
충청남도 예산군,2021.07.20 19:00 , 2021.07.20 15:32,1000
충청남도 예산군,2021.07.20 19:00 , 2021.07.20 16:57,1000
충청남도 아산시,2021.07.20 19:00 , 2021.07.20 16:58,1000
충청남도 예산군,2021.07.20 19:00 , 2021.07.20 15:48,1000
충청남도 보령시,2021.07.20 19:00 , 2021.07.20 16:58,1000
대전광역시 대덕구,2021.07.20 19:00 , 2021.07.20 15:37,1000
충청남도 천안시 서북구,2021.07.20 19:00 , 2021.07.20 16:58,1000
충청남도 천안시 서북구,2021.07.20 19:00 , 2021.07.20 15:31,1000
충청남도 천안시 동남구,2021.07.20 19:00 , 2021.07.20 15:31,1000
충청남도 금산군,2021.07.20 18:27 , 2021.07.20 15:36,1000
충청남도 금산군,2021.07.20 18:20 , 2021.07.20 16:59,1000
충청남도 태안군,2021.07.20 18:00 , 2021.07.20 16:57,1000
충청남도 부여군,2021.07.20 18:00 , 2021.07.20 16:58,1000
충청남도 보령시,2021.07.20 18:00 , 2021.07.20 15:31,1000
충청남도 아산시,2021.07.20 18:00 , 2021.07.20 15:35,1000
충청남도 아산시,2021.07.20 18:00 , 2021.07.20 15:54,300
충청남도 서산시,2021.07.20 18:00 , 2021.07.20 16:58,1000
충청남도 논산시,2021.07.20 18:00 , 2021.07.20 17:17,300
세종특별자치시 세종시,2021.07.20 18:00 , 2021.07.20 17:07,1000
충청남도 천안시 동남구,2021.07.20 18:00 , 2021.07.20 16:56,1000
경상북도 상주시,2021.07.20 17:30 , 2021.07.20 14:34,1000
경상남도 하동군,2021.07.20 17:00 , 2021.07.20 17:42,1000
경상남도 하동군,2021.07.20 17:00 , 2021.07.20 18:24,1000
충청북도 진천군,2021.07.20 17:00 , 2021.07.20 15:34,1000
울산광역시 울주군,2021.07.20 16:30 , 2021.07.20 16:36,1000
경기도 가평군,2021.07.20 16:09 , 2021.07.20 18:09,1000
충청북도 진천군,2021.07.20 16:00 , 2021.07.20 15:31,1000
충청북도 옥천군,2021.07.20 15:20 , 2021.07.20 16:00,1005
충청북도 옥천군,2021.07.20 15:20 , 2021.07.20 15:33,1005
경기도 하남시,2021.07.20 15:10 , 2021.07.20 15:13,1000
제주특별자치도 제주시,2021.07.20 15:10 , 2021.07.20 15:14,1000
제주특별자치도 제주시,2021.07.20 15:10 , 2021.07.20 15:14,1000
제주특별자치도 서귀포시,2021.07.20 15:10 , 2021.07.20 15:14,1000
서울특별시 송파구,2021.07.20 15:04 , 2021.07.20 18:57,2000
경상북도 의성군,2021.07.20 15:03 , 2021.07.20 15:03,0
경상남도 사천시,2021.07.20 15:00 , 2021.07.20 16:07,1000
경상북도 예천군,2021.07.20 15:00 , 2021.07.20 15:13,1000
충청북도 영동군,2021.07.20 15:00 , 2021.07.20 15:36,2000
광주광역시 광산구,2021.07.20 15:00 , 2021.07.20 14:23,20
충청남도 서산시,2021.07.20 15:00 , 2021.07.20 15:54,300
세종특별자치시 세종시,2021.07.20 15:00 , 2021.07.20 15:53,300
충청남도 태안군,2021.07.20 15:00 , 2021.07.20 15:31,1000
경상북도 의성군,2021.07.20 14:58 , 2021.07.20 14:58,300
경기도 용인시 수지구,2021.07.20 14:51 , 2021.07.20 14:50,1000
전라남도 보성군,2021.07.20 14:36 , 2021.07.20 14:41,367
경상북도 군위군,2021.07.20 14:35 , 2021.07.20 14:29,1000
광주광역시 남구,2021.07.20 14:32 , 2021.07.20 14:46,1020
충청북도 충주시,2021.07.20 14:30 , 2021.07.20 15:45,1000
전라남도 고흥군,2021.07.20 14:30 , 2021.07.20 14:35,1000
경상북도 의성군,2021.07.20 14:30 , 2021.07.20 14:47,1000
경상북도 봉화군,2021.07.20 14:27 , 2021.07.20 14:26,1000
경상북도 봉화군,2021.07.20 14:26 , 2021.07.20 14:25,1000
광주광역시 서구,2021.07.20 14:25 , 2021.07.20 14:49,1020
서울특별시 강남구,2021.07.20 14:23 , 2021.07.20 14:23,1000
서울특별시 종로구,2021.07.20 14:22 , 2021.07.20 14:14,1000
서울특별시 강북구,2021.07.20 14:22 , 2021.07.20 14:14,1000
전라남도 강진군,2021.07.20 14:22 , 2021.07.20 14:22,1002
전라남도 보성군,2021.07.20 14:21 , 2021.07.20 14:25,1239
전라남도 장흥군,2021.07.20 14:21 , 2021.07.20 14:21,1010
경상북도 영주시,2021.07.20 14:20 , 2021.07.20 14:27,1000
경상북도 청송군,2021.07.20 14:20 , 2021.07.20 14:26,1000
전라남도 해남군,2021.07.20 14:20 , 2021.07.20 14:24,1000
서울특별시 강서구,2021.07.20 14:20 , 2021.07.20 14:28,1000
광주광역시 북구,2021.07.20 14:20 , 2021.07.20 14:22,1000
서울특별시 금천구,2021.07.20 14:20 , 2021.07.20 14:18,1000
서울특별시 구로구,2021.07.20 14:20 , 2021.07.20 14:18,1000
전라남도 나주시,2021.07.20 14:20 , 2021.07.20 14:24,1000
서울특별시 강남구,2021.07.20 14:19 , 2021.07.20 14:18,1000
서울특별시 강북구,2021.07.20 14:18 , 2021.07.20 11:17,1000
광주광역시 동구,2021.07.20 14:18 , 2021.07.20 14:21,1000
서울특별시 송파구,2021.07.20 14:17 , 2021.07.20 14:17,1000
서울특별시 관악구,2021.07.20 14:16 , 2021.07.20 14:16,1000
서울특별시 서초구,2021.07.20 14:16 , 2021.07.20 14:16,1000
경상북도 봉화군,2021.07.20 14:16 , 2021.07.20 14:37,1000
서울특별시 영등포구,2021.07.20 14:14 , 2021.07.20 14:14,1000
충청북도 보은군,2021.07.20 14:10 , 2021.07.21 14:19,1000
서울특별시 서초구,2021.07.20 14:05 , 2021.07.20 15:26,1050
충청북도 단양군,2021.07.20 14:00 , 2021.07.20 15:31,1000
충청남도 공주시,2021.07.20 14:00 , 2021.07.20 15:31,1000
충청남도 보령시,2021.07.20 14:00 , 2021.07.20 13:19,1000
충청북도 음성군,2021.07.20 14:00 , 2021.07.20 15:30,10000
충청북도 음성군,2021.07.20 14:00 , 2021.07.20 15:33,10000
충청북도 음성군,2021.07.20 14:00 , 2021.07.20 14:21,0
충청북도 보은군,2021.07.20 14:00 , 2021.07.20 15:49,1000
서울특별시 강남구,2021.07.20 14:00 , 2021.07.20 13:58,1000
충청북도 보은군,2021.07.20 14:00 , 2021.07.20 15:30,1000
충청북도 충주시,2021.07.20 14:00 , 2021.07.20 15:34,1001
전라남도 구례군,2021.07.20 14:00 , 2021.07.20 14:24,1000
충청북도 충주시,2021.07.20 14:00 , 2021.07.20 15:32,1002
충청북도 제천시,2021.07.20 14:00 , 2021.07.20 16:24,1000
충청북도 제천시,2021.07.20 14:00 , 2021.07.20 16:15,300
충청북도 제천시,2021.07.20 14:00 , 2021.07.20 15:39,1000
경기도 광명시,2021.07.20 14:00 , 2021.07.20 14:12,1000
경상북도 영양군,2021.07.20 14:00 , 2021.07.20 14:26,1000
경상북도 구미시,2021.07.20 14:00 , 2021.07.20 14:27,1000
전라남도 강진군,2021.07.20 14:00 , 2021.07.20 14:22,1000
경상북도 안동시,2021.07.20 14:00 , 2021.07.20 14:26,1000
충청북도 증평군,2021.07.20 14:00 , 2021.07.20 16:23,1000
충청북도 청주시 청원구,2021.07.20 14:00 , 2021.07.20 15:37,1000
충청북도 증평군,2021.07.20 14:00 , 2021.07.20 15:31,1000
충청북도 청주시 흥덕구,2021.07.20 14:00 , 2021.07.20 15:30,1000
전라북도 무주군,2021.07.20 12:30 , 2021.07.20 12:23,1000
서울특별시 금천구,2021.07.20 11:50 , 2021.07.20 11:15,1000
서울특별시 강남구,2021.07.20 11:18 , 2021.07.20 11:17,1000
서울특별시 영등포구,2021.07.20 11:17 , 2021.07.20 11:17,1500
서울특별시 송파구,2021.07.20 11:16 , 2021.07.20 11:17,1000
서울특별시 송파구,2021.07.20 11:15 , 2021.07.20 11:20,1000
서울특별시 관악구,2021.07.20 11:15 , 2021.07.20 11:13,1000
서울특별시 강동구,2021.07.20 11:13 , 2021.07.20 11:12,1000
서울특별시 강서구,2021.07.20 11:13 , 2021.07.20 11:13,1000
부산광역시 사하구,2021.07.20 11:10 , 2021.07.20 11:05,1500
서울특별시 서초구,2021.07.20 11:00 , 2021.07.20 11:36,0
서울특별시 구로구,2021.07.20 11:00 , 2021.07.20 11:30,1000
부산광역시 부산진구,2021.07.20 11:00 , 2021.07.20 11:18,2
경기도 오산시,2021.07.20 10:45 , 2021.07.20 10:45,1000
부산광역시 기장군,2021.07.20 10:35 , 2021.07.20 11:08,1000
부산광역시 부산진구,2021.07.20 10:35 , 2021.07.20 11:07,1000
부산광역시 영도구,2021.07.20 10:35 , 2021.07.20 11:06,10000
부산광역시 금정구,2021.07.20 10:35 , 2021.07.20 11:05,1000
울산광역시 북구,2021.07.20 10:35 , 2021.07.20 11:07,1000
부산광역시 남구,2021.07.20 10:35 , 2021.07.20 11:08,1000
울산광역시 울주군,2021.07.20 10:35 , 2021.07.20 11:10,1000
울산광역시 울주군,2021.07.20 10:35 , 2021.07.20 11:08,1000
부산광역시 강서구,2021.07.20 10:35 , 2021.07.20 11:06,1000
부산광역시 기장군,2021.07.20 10:35 , 2021.07.20 11:10,1000
경상남도 양산시,2021.07.20 10:35 , 2021.07.20 11:05,1000
경상남도 김해시,2021.07.20 10:35 , 2021.07.20 11:10,1000
부산광역시 부산진구,2021.07.20 10:30 , 2021.07.20 11:11,2
울산광역시 남구,2021.07.20 10:30 , 2021.07.20 11:10,1000
부산광역시 강서구,2021.07.20 10:25 , 2021.07.20 11:07,1000
전라북도 익산시,2021.07.20 10:25 , 2021.07.20 10:25,1000
서울특별시 영등포구,2021.07.20 10:00 , 2021.07.20 11:13,1000
경기도 화성시,2021.07.20 09:57 , 2021.07.20 10:01,1000
경기도 평택시,2021.07.20 09:55 , 2021.07.20 10:00,1000
인천광역시 미추홀구,2021.07.20 09:48 , 2021.07.20 09:48,1000
경기도 평택시,2021.07.20 09:43 , 2021.07.20 09:43,1000
경기도 군포시,2021.07.20 09:30 , 2021.07.20 09:43,1000
경기도 광주시,2021.07.20 09:21 , 2021.07.20 09:20,1000
경기도 이천시,2021.07.20 09:00 , 2021.07.20 09:35,1001
경기도 성남시 분당구,2021.07.20 09:00 , 2021.07.20 10:37,1000
경상남도 거창군,2021.07.20 09:00 , 2021.07.20 09:45,1000
서울특별시 관악구,2021.07.20 08:00 , 2021.07.20 18:56,2000
충청남도 부여군,2021.07.20 05:00 , 2021.07.20 12:56,1000
경상북도 문경시,2021.07.20 05:00 , 2021.07.20 14:27,1000
경상북도 구미시,2021.07.20 00:00 , 2021.07.20 14:37,1000
충청북도 증평군,2021.07.20 00:00 , 2021.07.20 16:12,300
서울특별시 관악구,2021.07.20 00:00 , 2021.07.20 19:21,2000
서울특별시 영등포구,2021.07.20 00:00 , 2021.07.20 11:13,1000
충청남도 논산시,2021.07.20 00:00 , 2021.07.20 16:05,0
경기도 안산시 단원구,2021.07.19 20:11 , 2021.07.19 20:13,1000
대전광역시 서구,2021.07.19 18:00 , 2021.07.19 17:21,1000
경기도 여주시,2021.07.19 17:53 , 2021.07.19 17:53,1000
부산광역시 사상구,2021.07.19 16:09 , 2021.07.19 16:43,0
경상남도 창녕군,2021.07.19 15:40 , 2021.07.19 15:51,300
경상남도 함안군,2021.07.19 15:00 , 2021.07.19 15:23,10
경상남도 함안군,2021.07.19 15:00 , 2021.07.22 11:10,1000
경상남도 함안군,2021.07.19 15:00 , 2021.07.19 16:15,1000
경상남도 남해군,2021.07.19 15:00 , 2021.07.19 14:54,1000
전라남도 여수시,2021.07.19 15:00 , 2021.07.19 14:25,1000
경상북도 고령군,2021.07.19 14:44 , 2021.07.19 14:43,1100
전라남도 영광군,2021.07.19 14:40 , 2021.07.19 14:41,410
전라남도 신안군,2021.07.19 14:40 , 2021.07.19 14:41,0
전라남도 영광군,2021.07.19 14:39 , 2021.07.19 14:38,410
경상남도 하동군,2021.07.19 14:30 , 2021.07.19 14:45,1000
경상남도 하동군,2021.07.19 14:30 , 2021.07.19 15:00,1000
경상남도 하동군,2021.07.19 14:30 , 2021.07.19 16:53,1000
경상남도 밀양시,2021.07.19 14:30 , 2021.07.20 16:07,1000
경상남도 하동군,2021.07.19 14:30 , 2021.07.19 14:50,1000
경상북도 포항시 북구,2021.07.19 14:30 , 2021.07.19 14:30,1298
경상북도 포항시 남구,2021.07.19 14:30 , 2021.07.19 14:35,1020
경상남도 산청군,2021.07.19 14:30 , 2021.07.19 14:50,1000
경상남도 산청군,2021.07.19 14:30 , 2021.07.19 14:45,1000
경상북도 경주시,2021.07.19 14:30 , 2021.07.19 14:35,2000
전라남도 신안군,2021.07.19 14:30 , 2021.07.19 14:34,1000
경상남도 합천군,2021.07.19 14:30 , 2021.07.19 14:07,1000
전라남도 진도군,2021.07.19 14:30 , 2021.07.19 14:30,1000
경상남도 산청군,2021.07.19 14:30 , 2021.07.19 17:49,1000
강원도 홍천군,2021.07.19 14:30 , 2021.07.19 14:21,1000
강원도 횡성군,2021.07.19 14:30 , 2021.07.19 14:22,1000
대구광역시 달성군,2021.07.19 14:30 , 2021.07.19 14:44,1000
전라남도 여수시,2021.07.19 14:30 , 2021.07.19 14:20,1000
대구광역시 수성구,2021.07.19 14:28 , 2021.07.19 14:36,1000
경상북도 경산시,2021.07.19 14:28 , 2021.07.19 14:43,1000
경상북도 칠곡군,2021.07.19 14:26 , 2021.07.19 14:49,1000
경상북도 경주시,2021.07.19 14:25 , 2021.07.19 14:41,1000
경상남도 의령군,2021.07.19 14:25 , 2021.07.19 15:29,1000
경상남도 함양군,2021.07.19 14:25 , 2021.07.19 14:17,1000
경상북도 성주군,2021.07.19 14:25 , 2021.07.19 14:36,1000
경상남도 거창군,2021.07.19 14:25 , 2021.07.19 15:06,1000
강원도 속초시,2021.07.19 14:25 , 2021.07.19 14:22,1000
광주광역시 북구,2021.07.19 14:25 , 2021.07.19 11:00,1000
광주광역시 북구,2021.07.19 14:25 , 2021.07.19 14:15,1000
대구광역시 달성군,2021.07.19 14:22 , 2021.07.19 14:36,1000
강원도 속초시,2021.07.19 14:21 , 2021.07.19 14:20,1000
강원도 원주시,2021.07.19 14:20 , 2021.07.19 14:20,1000
강원도 동해시,2021.07.19 14:20 , 2021.07.19 14:20,1000
강원도 고성군,2021.07.19 14:20 , 2021.07.19 14:21,1000
강원도 태백시,2021.07.19 14:20 , 2021.07.19 14:22,1000
강원도 강릉시,2021.07.19 14:20 , 2021.07.19 14:24,1000
강원도 동해시,2021.07.19 14:20 , 2021.07.19 14:20,1000
강원도 평창군,2021.07.19 14:20 , 2021.07.19 14:21,1000
강원도 화천군,2021.07.19 14:20 , 2021.07.19 14:21,1000
강원도 양양군,2021.07.19 14:20 , 2021.07.19 14:26,1010
강원도 철원군,2021.07.19 14:20 , 2021.07.19 14:20,1000
강원도 강릉시,2021.07.19 14:20 , 2021.07.19 14:21,1000
강원도 인제군,2021.07.19 14:20 , 2021.07.19 14:22,1000
강원도 태백시,2021.07.19 14:20 , 2021.07.19 14:21,1000
경상북도 김천시,2021.07.19 14:20 , 2021.07.19 14:48,1005
전라남도 신안군,2021.07.19 14:20 , 2021.07.19 15:40,1000
경상북도 울릉군,2021.07.19 14:20 , 2021.07.19 15:10,1000
경상북도 고령군,2021.07.19 14:20 , 2021.07.19 14:38,11
경상북도 고령군,2021.07.19 14:20 , 2021.07.19 14:35,11
전라남도 완도군,2021.07.19 14:20 , 2021.07.19 14:18,1000
경상북도 고령군,2021.07.19 14:20 , 2021.07.19 14:53,11
대구광역시 북구,2021.07.19 14:20 , 2021.07.19 15:04,0
대구광역시 북구,2021.07.19 14:20 , 2021.07.19 14:50,1002
대구광역시 북구,2021.07.19 14:19 , 2021.07.19 14:41,1000
전라남도 광양시,2021.07.19 14:16 , 2021.07.19 15:00,137
전라남도 광양시,2021.07.19 14:15 , 2021.07.19 14:38,1207
전라남도 순천시,2021.07.19 14:15 , 2021.07.19 14:22,1000
경상북도 칠곡군,2021.07.19 14:15 , 2021.07.19 14:36,1010
전라남도 무안군,2021.07.19 14:15 , 2021.07.19 14:16,1175
전라남도 무안군,2021.07.19 14:15 , 2021.07.19 14:36,1175
전라남도 화순군,2021.07.19 14:15 , 2021.07.19 14:17,1000
강원도 영월군,2021.07.19 14:15 , 2021.07.19 14:22,1000
강원도 춘천시,2021.07.19 14:10 , 2021.07.19 14:22,1000
전라남도 목포시,2021.07.19 14:10 , 2021.07.19 14:38,100
전라남도 목포시,2021.07.19 14:10 , 2021.07.19 14:19,1000
전라남도 곡성군,2021.07.19 14:00 , 2021.07.19 14:20,1000
전라남도 담양군,2021.07.19 14:00 , 2021.07.19 14:17,310
강원도 강릉시,2021.07.19 14:00 , 2021.07.19 14:24,1000
강원도 삼척시,2021.07.19 14:00 , 2021.07.19 14:21,1000
